year/country,ISO Code,Year,Urban_Population,Tax%
Sweden1989,SWE,1989,83.1,21.454932
Sweden1990,SWE,1990,83.1,20.780641
Sweden1991,SWE,1991,83.204,17.699688
Sweden1992,SWE,1992,83.361,17.223217
Sweden1993,SWE,1993,83.516,18.131739
Sweden1994,SWE,1994,83.671,18.897554
Sweden1995,SWE,1995,83.824,17.893565
Sweden1996,SWE,1996,83.914,18.511771
Sweden1997,SWE,1997,83.942,18.990297
Sweden1998,SWE,1998,83.97,18.834924
Sweden1999,SWE,1999,83.998,19.708021
Sweden2000,SWE,2000,84.026,19.940324
Sweden2001,SWE,2001,84.071,17.640922
Sweden2002,SWE,2002,84.133,16.050243
Sweden2003,SWE,2003,84.196,16.651109
Sweden2004,SWE,2004,84.258,17.354203
Sweden2005,SWE,2005,84.319,18.194814
Sweden2006,SWE,2006,84.43,18.0865
Sweden2007,SWE,2007,84.588,17.379623
Sweden2008,SWE,2008,84.746,15.899549
Sweden2009,SWE,2009,84.902,15.50335
Sweden2010,SWE,2010,85.056,15.316196
Sweden2011,SWE,2011,85.297,14.775633
Sweden2012,SWE,2012,85.62,14.486925
Sweden2013,SWE,2013,85.936,14.812787
Sweden2014,SWE,2014,86.247,14.858666
Sweden2015,SWE,2015,86.553,15.465271
Sweden2016,SWE,2016,86.852,15.936802
Sweden2017,SWE,2017,87.146,15.844267
Switzerland1980,CHE,1980,74.477,10.546224
Switzerland1981,CHE,1981,74.466,10.679893
Switzerland1982,CHE,1982,74.406,10.943025
Switzerland1983,CHE,1983,74.346,11.112728
Switzerland1984,CHE,1984,74.286,11.474215
Switzerland1985,CHE,1985,74.227,10.957006
Switzerland1986,CHE,1986,74.167,11.496863
Switzerland1987,CHE,1987,74.107,11.115812
Switzerland1988,CHE,1988,74.046,11.365892
Switzerland1989,CHE,1989,73.986,10.828466
Switzerland1990,CHE,1990,73.926,11.159297
Switzerland1991,CHE,1991,73.869,11.064395
Switzerland1992,CHE,1992,73.815,11.495864
Switzerland1993,CHE,1993,73.762,11.112516
Switzerland1994,CHE,1994,73.708,11.64435
Switzerland1995,CHE,1995,73.654,11.098615
Switzerland1996,CHE,1996,73.6,11.506523
Switzerland1997,CHE,1997,73.546,11.125176
Switzerland1998,CHE,1998,73.492,11.74797
Switzerland1999,CHE,1999,73.438,11.217647
Switzerland2000,CHE,2000,73.383,12.14292
Switzerland2001,CHE,2001,73.375,11.424169
Switzerland2002,CHE,2002,73.401,11.943726
Switzerland2003,CHE,2003,73.427,11.556183
Switzerland2004,CHE,2004,73.452,11.563211
Switzerland2005,CHE,2005,73.478,11.851064
Switzerland2006,CHE,2006,73.504,11.939038
Switzerland2007,CHE,2007,73.53,12.000527
Switzerland2008,CHE,2008,73.556,12.290378
Switzerland2009,CHE,2009,73.581,12.505505
Switzerland2010,CHE,2010,73.607,12.03957
Switzerland2011,CHE,2011,73.631,12.35072
Switzerland2012,CHE,2012,73.653,12.109255
Switzerland2013,CHE,2013,73.674,12.184968
Switzerland2014,CHE,2014,73.696,12.193088
Switzerland2015,CHE,2015,73.718,12.798376
Switzerland2016,CHE,2016,73.739,12.893874
Switzerland2017,CHE,2017,73.761,13.226944
Tajikistan1999,TJK,1999,26.76,2.347138
Tajikistan2000,TJK,2000,26.501,1.842833
Tajikistan2001,TJK,2001,26.503,1.875
Tajikistan2002,TJK,2002,26.505,1.793722
Tajikistan2003,TJK,2003,26.507,1.576293
Tajikistan2004,TJK,2004,26.508,1.705099
Tajikistan2005,TJK,2005,26.51,2.096931
Tajikistan2006,TJK,2006,26.512,2.092321
Tajikistan2007,TJK,2007,26.514,2.386541
Tajikistan2008,TJK,2008,26.516,2.572548
Tajikistan2009,TJK,2009,26.518,2.579644
Tajikistan2010,TJK,2010,26.52,3.157256
Tajikistan2011,TJK,2011,26.521,3.28245
Tanzania1983,TZA,1983,15.851,3.146028
Tanzania1984,TZA,1984,16.305,2.668994
Tanzania1985,TZA,1985,16.767,2.318711
Tanzania1986,TZA,1986,17.241,2.262661
Tanzania1987,TZA,1987,17.725,1.66452
Tanzania1988,TZA,1988,18.221,2.147977
Tanzania1989,TZA,1989,18.565,2.619487
Tanzania1990,TZA,1990,18.884,2.431103
Tanzania1991,TZA,1991,19.208,2.983872
Tanzania1992,TZA,1992,19.536,2.930407
Tanzania1993,TZA,1993,19.867,2.634254
Tanzania1994,TZA,1994,20.203,2.544949
Tanzania1995,TZA,1995,20.543,2.869856
Tanzania1996,TZA,1996,20.888,2.979609
Tanzania1997,TZA,1997,21.237,2.658448
Tanzania1998,TZA,1998,21.59,2.411475
Tanzania1999,TZA,1999,21.947,2.255488
Tanzania2000,TZA,2000,22.309,2.515703
Tanzania2001,TZA,2001,22.674,2.131804
Tanzania2002,TZA,2002,23.044,2.186795
Tanzania2003,TZA,2003,23.611,2.280487
Tanzania2004,TZA,2004,24.223,2.57952
Tanzania2005,TZA,2005,24.845,2.179165
Tanzania2006,TZA,2006,25.478,2.377842
Tanzania2007,TZA,2007,26.121,2.667122
Tanzania2008,TZA,2008,26.776,3.00321
Tanzania2009,TZA,2009,27.439,3.257629
Tanzania2010,TZA,2010,28.114,2.975948
Tanzania2011,TZA,2011,28.798,3.084286
Tanzania2012,TZA,2012,29.493,3.553384
Tanzania2013,TZA,2013,30.196,4.04262
Tanzania2014,TZA,2014,30.904,4.478599
Tanzania2015,TZA,2015,31.617,3.866216
Tanzania2016,TZA,2016,32.333,4.175453
Tanzania2017,TZA,2017,33.053,3.987207
Thailand1980,THA,1980,26.791,2.461709
Thailand1981,THA,1981,27.049,2.747373
Thailand1982,THA,1982,27.308,2.810572
Thailand1983,THA,1983,27.569,2.806965
Thailand1984,THA,1984,27.832,3.046922
Thailand1985,THA,1985,28.095,3.091196
Thailand1986,THA,1986,28.361,3.045788
Thailand1987,THA,1987,28.628,2.660767
Thailand1988,THA,1988,28.897,3.093611
Thailand1989,THA,1989,29.167,3.400558
Thailand1990,THA,1990,29.424,4.317492
Thailand1991,THA,1991,29.593,4.787592
Thailand1992,THA,1992,29.763,4.674235
Thailand1993,THA,1993,29.934,4.873754
Thailand1994,THA,1994,30.105,5.405208
Thailand1995,THA,1995,30.276,5.733343
Thailand1996,THA,1996,30.449,5.986067
Thailand1997,THA,1997,30.622,5.864596
Thailand1998,THA,1998,30.795,4.570612
Thailand1999,THA,1999,30.969,4.460918
Thailand2000,THA,2000,31.386,4.643574
Thailand2001,THA,2001,32.548,4.743973
Thailand2002,THA,2002,33.734,4.841359
Thailand2003,THA,2003,34.941,5.264967
Thailand2004,THA,2004,36.169,5.865045
Thailand2005,THA,2005,37.411,6.458758
Thailand2006,THA,2006,38.673,6.864553
Thailand2007,THA,2007,39.95,6.774595
Thailand2008,THA,2008,41.242,7.342176
Thailand2009,THA,2009,42.543,6.609572
Thailand2010,THA,2010,43.856,6.318006
Thailand2011,THA,2011,44.698,7.541854
Thailand2012,THA,2012,45.445,6.985876
Thailand2013,THA,2013,46.193,7.303105
Thailand2014,THA,2014,46.943,6.663421
Thailand2015,THA,2015,47.694,6.513679
Thailand2016,THA,2016,48.448,6.142799
Thailand2017,THA,2017,49.2,5.784082
Togo1982,TGO,1982,25.391,7.596827
Togo1983,TGO,1983,25.778,7.186244
Togo1984,TGO,1984,26.169,8.578063
Togo1985,TGO,1985,26.562,7.828467
Togo1986,TGO,1986,26.96,7.682625
Togo1987,TGO,1987,27.362,5.984644
Togo1988,TGO,1988,27.768,5.715422
Togo1989,TGO,1989,28.176,6.448543
Togo1990,TGO,1990,28.589,5.35609
Togo1991,TGO,1991,29.005,3.935572
Togo1992,TGO,1992,29.425,3.671437
Togo1993,TGO,1993,29.848,1.588663
Togo1994,TGO,1994,30.275,3.464815
Togo1995,TGO,1995,30.705,3.932164
Togo1996,TGO,1996,31.139,2.87546
Togo1997,TGO,1997,31.576,2.863842
Togo1998,TGO,1998,32.016,2.33396
Togo1999,TGO,1999,32.46,2.425769
Togo2000,TGO,2000,32.907,2.161295
Togo2001,TGO,2001,33.356,2.053918
Togo2002,TGO,2002,33.809,2.027096
Togo2003,TGO,2003,34.265,2.469498
Togo2004,TGO,2004,34.724,3.112991
Togo2005,TGO,2005,35.185,2.98438
Togo2006,TGO,2006,35.649,3.036149
Togo2007,TGO,2007,36.116,3.341166
Togo2008,TGO,2008,36.587,2.87616
Togo2009,TGO,2009,37.058,3.341568
Togo2010,TGO,2010,37.533,2.119838
Togo2011,TGO,2011,38.032,2.267534
Togo2012,TGO,2012,38.546,2.099337
Togo2013,TGO,2013,39.061,2.711734
Togo2014,TGO,2014,39.579,2.61398
Togo2015,TGO,2015,40.1,3.964897
Togo2016,TGO,2016,40.628,2.857941
Togo2017,TGO,2017,41.162,3.093816
Tonga1995,TON,1995,22.864,2.472325
Tonga1996,TON,1996,22.897,3.194444
Tonga1997,TON,1997,22.927,3.561151
Tonga1998,TON,1998,22.955,3.050847
Tonga1999,TON,1999,22.984,3.322981
Tonga2000,TON,2000,23.012,3.061224
Tonga2001,TON,2001,23.041,2.659574
Tonga2002,TON,2002,23.069,3.72315
Tonga2003,TON,2003,23.098,3.406593
Tonga2004,TON,2004,23.127,3.333333
Tonga2005,TON,2005,23.155,3.745455
Tonga2006,TON,2006,23.184,4.513423
Tonga2007,TON,2007,23.227,4.170616
Tonga2008,TON,2008,23.281,4.036145
Tonga2009,TON,2009,23.335,5.857558
Tonga2010,TON,2010,23.389,3.776882
Tonga2011,TON,2011,23.443,4.860406
Tonga2012,TON,2012,23.435,3.202532
Tonga2013,TON,2013,23.382,3.825758
Tonga2014,TON,2014,23.328,3.490909
Tonga2015,TON,2015,23.275,4.293915
Tonga2016,TON,2016,23.222,3.780359
Tonga2017,TON,2017,23.169,3.456175
Trinidad and Tobago1983,TTO,1983,52.837,23.047378
Trinidad and Tobago1984,TTO,1984,53.021,12.039922
Trinidad and Tobago1985,TTO,1985,53.205,11.549342
Trinidad and Tobago1986,TTO,1986,53.389,10.166885
Trinidad and Tobago1987,TTO,1987,53.573,9.072799
Trinidad and Tobago1988,TTO,1988,53.757,9.777045
Trinidad and Tobago1989,TTO,1989,53.941,7.14859
Trinidad and Tobago1990,TTO,1990,54.124,5.084436
Trinidad and Tobago1991,TTO,1991,54.308,6.427855
Trinidad and Tobago1992,TTO,1992,54.491,7.68413
Trinidad and Tobago1993,TTO,1993,54.674,11.267662
Trinidad and Tobago1994,TTO,1994,54.857,11.037698
Trinidad and Tobago1995,TTO,1995,55.04,12.808982
Trinidad and Tobago1996,TTO,1996,55.224,14.027059
Trinidad and Tobago1997,TTO,1997,55.406,11.162268
Trinidad and Tobago1998,TTO,1998,55.589,9.199143
Trinidad and Tobago1999,TTO,1999,55.771,8.98964
Trinidad and Tobago2000,TTO,2000,55.905,11.579753
Trinidad and Tobago2001,TTO,2001,55.718,13.098904
Trinidad and Tobago2002,TTO,2002,55.53,10.991376
Trinidad and Tobago2003,TTO,2003,55.343,14.548806
Trinidad and Tobago2004,TTO,2004,55.155,13.42376
Trinidad and Tobago2005,TTO,2005,54.967,18.148886
Tunisia1984,TUN,1984,53.011,3.949389
Tunisia1985,TUN,1985,53.839,4.058328
Tunisia1986,TUN,1986,54.667,4.276274
Tunisia1987,TUN,1987,55.491,3.791308
Tunisia1988,TUN,1988,56.314,3.430887
Tunisia1989,TUN,1989,57.131,3.597259
Tunisia1990,TUN,1990,57.946,3.422053
Tunisia1991,TUN,1991,58.756,3.816631
Tunisia1992,TUN,1992,59.562,3.729355
Tunisia1993,TUN,1993,60.362,4.36141
Tunisia1994,TUN,1994,61.078,4.255319
Tunisia1995,TUN,1995,61.474,4.341511
Tunisia1996,TUN,1996,61.87,4.286335
Tunisia1997,TUN,1997,62.262,4.850941
Tunisia1998,TUN,1998,62.653,5.211858
Tunisia1999,TUN,1999,63.043,5.096267
Tunisia2000,TUN,2000,63.432,5.517674
Tunisia2001,TUN,2001,63.818,5.851554
Tunisia2002,TUN,2002,64.202,6.252989
Tunisia2003,TUN,2003,64.585,6.255305
Tunisia2004,TUN,2004,64.95,6.240987
Tunisia2005,TUN,2005,65.237,6.991414
Tunisia2006,TUN,2006,65.524,6.885698
Tunisia2007,TUN,2007,65.809,7.509291
Tunisia2008,TUN,2008,66.093,8.342837
Tunisia2009,TUN,2009,66.376,7.983252
Tunisia2010,TUN,2010,66.657,8.073558
Tunisia2011,TUN,2011,66.938,9.239943
Tunisia2012,TUN,2012,67.218,8.415575
Tunisia2013,TUN,2013,67.495,9.153696
Tunisia2014,TUN,2014,67.772,9.837541
Tunisia2015,TUN,2015,68.056,9.069985
Tunisia2016,TUN,2016,68.346,8.222689
Turkey1980,TUR,1980,43.78,6.942857
Turkey1981,TUR,1981,45.189,7.209091
Turkey1982,TUR,1982,46.997,7.342857
Turkey1983,TUR,1983,48.812,6.215789
Turkey1984,TUR,1984,50.634,4.82
Turkey1985,TUR,1985,52.448,4.179167
Turkey1986,TUR,1986,53.93,4.944286
Turkey1987,TUR,1987,55.261,4.865049
Turkey1988,TUR,1988,56.587,4.424719
Turkey1989,TUR,1989,57.899,4.884345
Turkey1990,TUR,1990,59.203,4.869131
Turkey1991,TUR,1991,59.976,5.300923
Turkey1992,TUR,1992,60.518,5.30093
Turkey1993,TUR,1993,61.055,5.267302
Turkey1994,TUR,1994,61.59,4.793615
Turkey1995,TUR,1995,62.123,4.641166
Turkey1996,TUR,1996,62.653,4.835604
Turkey1997,TUR,1997,63.179,5.553795
Turkey1998,TUR,1998,63.703,6.838906
Turkey1999,TUR,1999,64.223,7.086607
Turkey2000,TUR,2000,64.741,6.966593
Turkey2001,TUR,2001,65.34,7.372047
Turkey2002,TUR,2002,65.974,5.953329
Turkey2003,TUR,2003,66.602,5.969453
Turkey2004,TUR,2004,67.225,5.155227
Turkey2005,TUR,2005,67.84,5.096508
Turkey2006,TUR,2006,68.45,5.08607
Turkey2007,TUR,2007,69.053,5.47411
Turkey2008,TUR,2008,69.651,5.522313
Turkey2009,TUR,2009,70.241,5.651436
Turkey2010,TUR,2010,70.825,5.285894
Turkey2011,TUR,2011,71.402,5.43572
Turkey2012,TUR,2012,71.974,5.447694
Turkey2013,TUR,2013,72.531,5.12504
Turkey2014,TUR,2014,73.077,5.194835
Turkey2015,TUR,2015,73.611,5.094561
Turkey2016,TUR,2016,74.134,5.350694
Turkey2017,TUR,2017,74.644,5.321164
Turkmenistan1994,TKM,1994,44.734,4.352941
Turkmenistan1995,TKM,1995,44.794,5.523077
Turkmenistan1996,TKM,1996,45.018,4.171613
Turkmenistan1997,TKM,1997,45.241,6.191719
Turkmenistan1998,TKM,1998,45.465,0.873598
Turkmenistan1999,TKM,1999,45.689,0.891548
Turkmenistan2000,TKM,2000,45.913,0.905993
Turkmenistan2001,TKM,2001,46.137,0.774927
Turkmenistan2002,TKM,2002,46.362,0.842175
Turkmenistan2003,TKM,2003,46.587,0.882754
Turkmenistan2004,TKM,2004,46.812,4.368735
Turkmenistan2005,TKM,2005,47.052,4.451039
Turkmenistan2006,TKM,2006,47.308,5.389006
Turkmenistan2007,TKM,2007,47.581,5.196296
Turkmenistan2008,TKM,2008,47.868,7.226602
Tuvalu2008,TUV,2008,52.765,7.5
Tuvalu2009,TUV,2009,53.782,8
Tuvalu2010,TUV,2010,54.796,9.142857
Tuvalu2011,TUV,2011,55.807,9.926053
Tuvalu2012,TUV,2012,56.815,8.876389
Tuvalu2013,TUV,2013,57.814,11.401026
Tuvalu2014,TUV,2014,58.786,10.778293
Uganda1980,UGA,1980,7.534,0.259965
Uganda1981,UGA,1981,7.834,0.178444
Uganda1992,UGA,1992,11.79,0.740896
Uganda1993,UGA,1993,12.133,1.030034
Uganda1994,UGA,1994,12.485,1.125184
Uganda1995,UGA,1995,12.846,1.383318
Uganda1996,UGA,1996,13.216,1.32836
Uganda1997,UGA,1997,13.594,1.456378
Uganda1998,UGA,1998,13.982,1.588791
Uganda1999,UGA,1999,14.379,1.938151
Uganda2000,UGA,2000,14.786,1.851411
Uganda2001,UGA,2001,15.201,2.112891
Uganda2002,UGA,2002,15.626,2.433089
Uganda2003,UGA,2003,16.061,2.6506
Uganda2004,UGA,2004,16.507,2.913614
Uganda2005,UGA,2005,16.96,3.274917
Uganda2006,UGA,2006,17.425,3.285826
Uganda2007,UGA,2007,17.899,3.361747
Uganda2008,UGA,2008,18.384,2.899715
Uganda2009,UGA,2009,18.878,2.899922
Uganda2010,UGA,2010,19.383,3.092331
Uganda2011,UGA,2011,19.898,3.286451
Uganda2012,UGA,2012,20.424,3.429673
Uganda2013,UGA,2013,20.958,3.891251
Uganda2014,UGA,2014,21.504,3.780708
Uganda2015,UGA,2015,22.06,4.262947
Uganda2017,UGA,2017,23.196,4.509782
Ukraine1995,UKR,1995,66.951,11.450666
Ukraine1996,UKR,1996,66.99,12.188642
Ukraine1997,UKR,1997,67.029,10.553133
Ukraine1998,UKR,1998,67.067,9.021423
Ukraine1999,UKR,1999,67.106,8.425251
Ukraine2000,UKR,2000,67.145,8.253548
Ukraine2001,UKR,2001,67.183,8.409755
Ukraine2002,UKR,2002,67.283,8.966942
Ukraine2003,UKR,2003,67.427,10.008567
Ukraine2004,UKR,2004,67.597,8.541385
Ukraine2005,UKR,2005,67.79,9.25565
Ukraine2006,UKR,2006,67.969,8.92853
Ukraine2007,UKR,2007,68.147,9.441397
Ukraine2008,UKR,2008,68.325,9.462136
Ukraine2009,UKR,2009,68.502,8.18687
Ukraine2010,UKR,2010,68.596,8.467008
Ukraine2011,UKR,2011,68.689,8.870948
Ukraine2012,UKR,2012,68.782,8.819515
Ukraine2013,UKR,2013,68.875,8.677667
Ukraine2014,UKR,2014,68.968,7.272248
Ukraine2015,UKR,2015,69.061,6.991864
Ukraine2016,UKR,2016,69.154,8.342731
Ukraine2017,UKR,2017,69.246,8.685546
United Kingdom1980,GBR,1980,78.481,11.790569
United Kingdom1981,GBR,1981,78.588,12.389142
United Kingdom1982,GBR,1982,78.539,12.803484
United Kingdom1983,GBR,1983,78.489,12.456246
United Kingdom1984,GBR,1984,78.44,12.382905
United Kingdom1985,GBR,1985,78.39,12.471731
United Kingdom1986,GBR,1986,78.34,12.45461
United Kingdom1987,GBR,1987,78.29,11.610505
United Kingdom1988,GBR,1988,78.24,11.578386
United Kingdom1989,GBR,1989,78.19,11.735121
United Kingdom1990,GBR,1990,78.14,11.922659
United Kingdom1991,GBR,1991,78.112,10.948264
United Kingdom1992,GBR,1992,78.172,10.312309
United Kingdom1993,GBR,1993,78.232,9.701099
United Kingdom1994,GBR,1994,78.293,10.160462
United Kingdom1995,GBR,1995,78.353,10.885184
United Kingdom1996,GBR,1996,78.413,10.726209
United Kingdom1997,GBR,1997,78.472,11.079895
United Kingdom1998,GBR,1998,78.532,12.25861
United Kingdom1999,GBR,1999,78.591,12.405446
United Kingdom2000,GBR,2000,78.651,13.0535
United Kingdom2001,GBR,2001,78.751,12.866199
United Kingdom2002,GBR,2002,79.047,12.056113
United Kingdom2003,GBR,2003,79.339,11.469505
United Kingdom2004,GBR,2004,79.629,12.049663
United Kingdom2005,GBR,2005,79.915,12.793663
United Kingdom2006,GBR,2006,80.199,12.983355
United Kingdom2007,GBR,2007,80.479,13.108717
United Kingdom2008,GBR,2008,80.757,12.686163
United Kingdom2009,GBR,2009,81.031,12.057234
United Kingdom2010,GBR,2010,81.302,12.132702
United Kingdom2011,GBR,2011,81.57,12.205467
United Kingdom2012,GBR,2012,81.837,11.560239
United Kingdom2013,GBR,2013,82.102,11.442019
United Kingdom2014,GBR,2014,82.365,11.153229
United Kingdom2015,GBR,2015,82.626,11.332257
United Kingdom2016,GBR,2016,82.886,11.682458
United Kingdom2017,GBR,2017,83.143,11.888456
United States1980,USA,1980,73.738,12.74396
United States1981,USA,1981,73.89,12.701721
United States1982,USA,1982,74.042,12.358275
United States1983,USA,1983,74.194,10.882299
United States1984,USA,1984,74.344,10.827957
United States1985,USA,1985,74.494,11.185826
United States1986,USA,1986,74.644,11.063798
United States1987,USA,1987,74.793,12.009001
United States1988,USA,1988,74.942,11.606094
United States1989,USA,1989,75.089,11.930073
United States1990,USA,1990,75.3,11.76783
United States1991,USA,1991,75.701,11.216262
United States1992,USA,1992,76.097,11.147994
United States1993,USA,1993,76.488,11.460746
United States1994,USA,1994,76.875,11.618759
United States1995,USA,1995,77.257,12.088578
United States1996,USA,1996,77.636,12.751597
United States1997,USA,1997,78.008,13.244644
United States1998,USA,1998,78.377,13.599659
United States1999,USA,1999,78.742,13.731432
United States2000,USA,2000,79.057,14.180796
United States2001,USA,2001,79.234,13.170961
United States2002,USA,2002,79.409,10.959243
United States2003,USA,2003,79.583,10.489836
United States2004,USA,2004,79.757,10.731404
United States2005,USA,2005,79.928,12.080312
United States2006,USA,2006,80.099,12.816316
United States2007,USA,2007,80.269,12.9221
United States2008,USA,2008,80.438,11.890851
United States2009,USA,2009,80.606,9.255927
United States2010,USA,2010,80.772,9.948806
United States2011,USA,2011,80.944,11.020418
United States2012,USA,2012,81.119,11.263488
United States2013,USA,2013,81.299,12.02321
United States2014,USA,2014,81.483,12.3815
United States2015,USA,2015,81.671,12.675928
United States2016,USA,2016,81.862,12.36476
United States2017,USA,2017,82.058,12.344278
Uruguay1980,URY,1980,85.394,2.187255
Uruguay1981,URY,1981,85.769,1.575556
Uruguay1982,URY,1982,86.138,1.121127
Uruguay1983,URY,1983,86.498,1.721134
Uruguay1984,URY,1984,86.85,1.203679
Uruguay1985,URY,1985,87.194,1.628733
Uruguay1986,URY,1986,87.558,1.839878
Uruguay1987,URY,1987,87.926,1.673351
Uruguay1988,URY,1988,88.285,1.877608
Uruguay1989,URY,1989,88.633,1.553144
Uruguay1990,URY,1990,88.973,1.457119
Uruguay1991,URY,1991,89.304,1.349565
Uruguay1992,URY,1992,89.627,1.664342
Uruguay1993,URY,1993,89.94,1.961805
Uruguay1994,URY,1994,90.245,1.858396
Uruguay1995,URY,1995,90.542,2.373052
Uruguay1996,URY,1996,90.835,3.316927
Uruguay1997,URY,1997,91.147,3.161039
Uruguay1998,URY,1998,91.45,3.344506
Uruguay1999,URY,1999,91.743,3.656774
Uruguay2000,URY,2000,92.028,3.691445
Uruguay2008,URY,2008,93.998,5.294638
Uruguay2009,URY,2009,94.209,5.225702
Uruguay2010,URY,2010,94.414,5.396127
Uruguay2011,URY,2011,94.612,5.413311
Uruguay2012,URY,2012,94.739,5.507194
Uruguay2013,URY,2013,94.843,6.01501
Uruguay2014,URY,2014,94.945,5.489136
Uruguay2015,URY,2015,95.045,5.700868
Uruguay2016,URY,2016,95.144,11.195323
Uzbekistan1999,UZB,1999,45.644,8.888221
Uzbekistan2000,UZB,2000,46.126,7.565502
Uzbekistan2001,UZB,2001,46.606,7.672567
Uzbekistan2002,UZB,2002,47.088,7.317882
Uzbekistan2003,UZB,2003,47.571,6.688487
Uzbekistan2004,UZB,2004,48.054,6.329011
Uzbekistan2005,UZB,2005,48.537,6.198425
Uzbekistan2006,UZB,2006,49.021,6.228534
Uzbekistan2007,UZB,2007,49.505,6.237095
Uzbekistan2015,UZB,2015,50.75,5.933356
Uzbekistan2016,UZB,2016,50.65,5.628687
Uzbekistan2017,UZB,2017,50.55,5.099134
Vanuatu1997,VUT,1997,20.766,0.417642
Vanuatu1998,VUT,1998,21.073,0.337848
Vanuatu1999,VUT,1999,21.382,0.185009
Vanuatu2000,VUT,2000,21.673,0.170936
Vanuatu2001,VUT,2001,21.953,0.23746
Vanuatu2002,VUT,2002,22.235,0.139523
Vanuatu2003,VUT,2003,22.521,0.195185
Vanuatu2004,VUT,2004,22.809,0.272045
Vanuatu2005,VUT,2005,23.099,0.375478
Vanuatu2006,VUT,2006,23.392,0.399087
Vanuatu2007,VUT,2007,23.687,0.903073
Venezuela1980,VEN,1980,79.185,14.935667
Venezuela1981,VEN,1981,79.82,21.734524
Venezuela1982,VEN,1982,80.382,15.12828
Venezuela1983,VEN,1983,80.907,12.445906
Venezuela1984,VEN,1984,81.422,15.141872
Venezuela1985,VEN,1985,81.925,17.367038
Venezuela1986,VEN,1986,82.418,9.501423
Venezuela1987,VEN,1987,82.9,10.454934
Venezuela1988,VEN,1988,83.372,10.583086
Venezuela1989,VEN,1989,83.833,12.111391
Venezuela1990,VEN,1990,84.284,15.113646
Venezuela1991,VEN,1991,84.664,14.888838
Venezuela1992,VEN,1992,85.012,9.684774
Venezuela1993,VEN,1993,85.352,8.888045
Venezuela1994,VEN,1994,85.686,7.400899
Venezuela1995,VEN,1995,86.014,6.38782
Venezuela1996,VEN,1996,86.336,7.586568
Venezuela1997,VEN,1997,86.65,9.651813
Venezuela1998,VEN,1998,86.959,3.433089
Venezuela1999,VEN,1999,87.262,4.162174
Venezuela2000,VEN,2000,87.559,5.882232
Venezuela2001,VEN,2001,87.85,4.537084
Venezuela2002,VEN,2002,87.876,3.00328
Venezuela2003,VEN,2003,87.902,3.433121
Venezuela2004,VEN,2004,87.928,3.877989
Venezuela2005,VEN,2005,87.954,6.093366
Venezuela2006,VEN,2006,87.98,7.029711
Venezuela2007,VEN,2007,88.006,7.594986
Venezuela2008,VEN,2008,88.031,5.848948
Venezuela2009,VEN,2009,88.057,5.509444
Venezuela2010,VEN,2010,88.083,3.622659
Venezuela2011,VEN,2011,88.108,3.924895
