year/country,ISO Code,Year,Urban_Population,Tax%
Saint Kitts and Nevis2003,KNA,2003,32.312,5.869207
Saint Kitts and Nevis2004,KNA,2004,32.17,5.625402
Saint Kitts and Nevis2005,KNA,2005,32.028,5.756768
Saint Kitts and Nevis2006,KNA,2006,31.886,5.566134
Saint Kitts and Nevis2007,KNA,2007,31.744,5.297865
Saint Kitts and Nevis2008,KNA,2008,31.603,6.378569
Saint Kitts and Nevis2009,KNA,2009,31.463,7.216433
Saint Kitts and Nevis2010,KNA,2010,31.322,4.543689
Saint Kitts and Nevis2011,KNA,2011,31.182,3.927838
Saint Kitts and Nevis2012,KNA,2012,31.062,3.76936
Saint Kitts and Nevis2013,KNA,2013,30.964,3.578469
Saint Kitts and Nevis2014,KNA,2014,30.885,3.815024
Saint Kitts and Nevis2015,KNA,2015,30.827,5.025712
Saint Kitts and Nevis2016,KNA,2016,30.79,4.886829
Saint Kitts and Nevis2017,KNA,2017,30.773,5.009709
Saint Lucia1989,LCA,1989,29.061,5.841837
Saint Lucia1990,LCA,1990,29.349,5.3
Saint Lucia1991,LCA,1991,29.572,5.762483
Saint Lucia1992,LCA,1992,29.369,5.810811
Saint Lucia1993,LCA,1993,29.167,4.957678
Saint Lucia1994,LCA,1994,28.965,5.162413
Saint Lucia1995,LCA,1995,28.765,5.103149
Saint Lucia1996,LCA,1996,28.565,4.934383
Saint Lucia1997,LCA,1997,28.366,5.187468
Saint Lucia1998,LCA,1998,28.168,5.00236
Saint Lucia1999,LCA,1999,27.971,5.702739
Saint Lucia2000,LCA,2000,27.774,5.969818
Saint Lucia2001,LCA,2001,27.473,6.201299
Saint Lucia2002,LCA,2002,26.329,4.949402
Saint Lucia2003,LCA,2003,25.216,4.599581
Saint Lucia2004,LCA,2004,24.133,4.51688
Saint Lucia2005,LCA,2005,23.085,5.089318
Saint Lucia2006,LCA,2006,22.068,4.844923
Saint Lucia2007,LCA,2007,21.084,5.112913
Saint Lucia2008,LCA,2008,20.131,6.496834
Saint Lucia2009,LCA,2009,19.213,6.553721
Saint Lucia2010,LCA,2010,18.45,5.907888
Saint Lucia2011,LCA,2011,18.45,6.287179
Saint Lucia2012,LCA,2012,18.45,5.824317
Saint Lucia2013,LCA,2013,18.461,5.57752
Saint Lucia2014,LCA,2014,18.482,5.252986
Saint Lucia2015,LCA,2015,18.515,5.19499
Saint Lucia2016,LCA,2016,18.558,5.519746
Saint Lucia2017,LCA,2017,18.612,5.200532
Saint Vincent and the Grenadines1990,VCT,1990,41.409,5.130971
Saint Vincent and the Grenadines1991,VCT,1991,41.949,6.337209
Saint Vincent and the Grenadines1992,VCT,1992,42.306,5.826667
Saint Vincent and the Grenadines1993,VCT,1993,42.663,5.627426
Saint Vincent and the Grenadines1994,VCT,1994,43.021,6.658131
Saint Vincent and the Grenadines1995,VCT,1995,43.38,5.791325
Saint Vincent and the Grenadines1996,VCT,1996,43.741,6.24581
Saint Vincent and the Grenadines1997,VCT,1997,44.1,6.496273
Saint Vincent and the Grenadines1998,VCT,1998,44.461,7.224975
Saint Vincent and the Grenadines1999,VCT,1999,44.823,6.691943
Saint Vincent and the Grenadines2000,VCT,2000,45.186,6.682056
Saint Vincent and the Grenadines2001,VCT,2001,45.548,6.102412
Saint Vincent and the Grenadines2002,VCT,2002,45.914,7.04579
Saint Vincent and the Grenadines2003,VCT,2003,46.283,5.918832
Saint Vincent and the Grenadines2004,VCT,2004,46.656,5.705252
Saint Vincent and the Grenadines2005,VCT,2005,47.032,6.039677
Saint Vincent and the Grenadines2006,VCT,2006,47.412,5.987771
Saint Vincent and the Grenadines2007,VCT,2007,47.794,5.65665
Saint Vincent and the Grenadines2008,VCT,2008,48.18,5.878154
Saint Vincent and the Grenadines2009,VCT,2009,48.569,6.056724
Saint Vincent and the Grenadines2010,VCT,2010,48.961,5.916809
Saint Vincent and the Grenadines2011,VCT,2011,49.356,6.264946
Saint Vincent and the Grenadines2012,VCT,2012,49.754,6.542516
Saint Vincent and the Grenadines2013,VCT,2013,50.154,5.723721
Saint Vincent and the Grenadines2014,VCT,2014,50.558,7.126209
Saint Vincent and the Grenadines2015,VCT,2015,50.964,6.357843
Saint Vincent and the Grenadines2016,VCT,2016,51.373,7.488227
Saint Vincent and the Grenadines2017,VCT,2017,51.784,7.11934
Samoa1992,WSM,1992,21.258,6.954644
Samoa1993,WSM,1993,21.347,7.822581
Samoa1995,WSM,1995,21.526,4.810997
Samoa1996,WSM,1996,21.616,4.620355
Samoa1997,WSM,1997,21.705,3.653295
Samoa1998,WSM,1998,21.796,3.645833
Samoa1999,WSM,1999,21.886,3.916449
Samoa2000,WSM,2000,21.977,4.355231
Samoa2001,WSM,2001,22.068,4.260679
Samoa2002,WSM,2002,21.941,3.94683
Samoa2003,WSM,2003,21.698,3.844697
Samoa2004,WSM,2004,21.457,3.656652
Samoa2005,WSM,2005,21.218,3.69969
Samoa2006,WSM,2006,20.981,3.398128
Samoa2010,WSM,2010,20.078,4.844691
Samoa2011,WSM,2011,19.857,4.780701
Samoa2012,WSM,2012,19.624,4.958879
Samoa2013,WSM,2013,19.385,5.498434
Samoa2014,WSM,2014,19.149,5.536923
Samoa2015,WSM,2015,18.914,5.509731
Samoa2016,WSM,2016,18.681,5.563149
Samoa2017,WSM,2017,18.452,5.486958
San Marino2002,SMR,2002,93.925,8.251429
San Marino2003,SMR,2003,93.975,7.620041
San Marino2004,SMR,2004,94.155,6.958217
San Marino2005,SMR,2005,94.453,7.086108
San Marino2006,SMR,2006,94.736,6.591966
San Marino2007,SMR,2007,95.007,6.609335
San Marino2008,SMR,2008,95.264,6.6832
San Marino2009,SMR,2009,95.508,6.621412
San Marino2010,SMR,2010,95.74,5.837349
San Marino2011,SMR,2011,95.961,6.769176
San Marino2012,SMR,2012,96.171,6.461774
San Marino2013,SMR,2013,96.37,6.464302
San Marino2014,SMR,2014,96.559,8.938929
San Marino2015,SMR,2015,96.739,7.20389
San Marino2016,SMR,2016,96.91,6.530634
San Marino2017,SMR,2017,97.072,8.137472
Sao Tome and Principe1980,STP,1980,33.482,2.70979
Sao Tome and Principe1981,STP,1981,33.857,1.095975
Sao Tome and Principe1990,STP,1990,43.648,0.882438
Sao Tome and Principe1992,STP,1992,45.764,0.504787
Sao Tome and Principe1993,STP,1993,46.717,0.453652
Sao Tome and Principe1994,STP,1994,47.673,0.412677
Sao Tome and Principe1995,STP,1995,48.631,0.943631
Sao Tome and Principe1996,STP,1996,49.592,0.866592
Sao Tome and Principe1997,STP,1997,50.55,2.111321
Sao Tome and Principe1998,STP,1998,51.509,2.314408
Sao Tome and Principe1999,STP,1999,52.467,2.146666
Sao Tome and Principe2000,STP,2000,53.424,2.727052
Sao Tome and Principe2001,STP,2001,54.377,3.63256
Sao Tome and Principe2002,STP,2002,55.555,4.5077
Sao Tome and Principe2003,STP,2003,56.766,3.446065
Sao Tome and Principe2004,STP,2004,57.972,3.914045
Sao Tome and Principe2005,STP,2005,59.165,3.673473
Sao Tome and Principe2006,STP,2006,60.348,4.154008
Sao Tome and Principe2007,STP,2007,61.52,4.108741
Sao Tome and Principe2008,STP,2008,62.68,3.958609
Sao Tome and Principe2009,STP,2009,63.823,4.740297
Sao Tome and Principe2010,STP,2010,64.952,4.602035
Sao Tome and Principe2011,STP,2011,66.064,5.488876
Saudi Arabia1994,SAU,1994,78.429,0.316062
Saudi Arabia1995,SAU,1995,78.67,0.31668
Saudi Arabia1996,SAU,1996,78.91,0.269274
Saudi Arabia1997,SAU,1997,79.147,0.337874
Saudi Arabia1998,SAU,1998,79.383,0.399703
Saudi Arabia1999,SAU,1999,79.616,0.362774
Saudi Arabia2000,SAU,2000,79.848,0.309562
Saudi Arabia2001,SAU,2001,80.077,0.275157
Saudi Arabia2002,SAU,2002,80.304,0.281285
Saudi Arabia2003,SAU,2003,80.53,0.247134
Saudi Arabia2004,SAU,2004,80.754,0.463782
Saudi Arabia2009,SAU,2009,81.867,0.472309
Saudi Arabia2010,SAU,2010,82.084,0.359395
Saudi Arabia2011,SAU,2011,82.302,0.377412
Saudi Arabia2012,SAU,2012,82.52,0.452914
Saudi Arabia2017,SAU,2017,83.622,0.542695
Senegal1991,SEN,1991,39.038,3.055634
Senegal1992,SEN,1992,39.18,2.996735
Senegal1993,SEN,1993,39.321,2.500344
Senegal1994,SEN,1994,39.464,1.919139
Senegal1995,SEN,1995,39.606,2.234909
Senegal1996,SEN,1996,39.749,2.197715
Senegal1997,SEN,1997,39.891,2.70235
Senegal1998,SEN,1998,40.034,2.669705
Senegal1999,SEN,1999,40.177,2.501521
Senegal2000,SEN,2000,40.32,2.922444
Senegal2001,SEN,2001,40.464,2.726204
Senegal2002,SEN,2002,40.607,2.959787
Senegal2003,SEN,2003,40.898,3.001962
Senegal2004,SEN,2004,41.306,3.165708
Senegal2005,SEN,2005,41.714,3.522417
Senegal2006,SEN,2006,42.124,3.381694
Senegal2007,SEN,2007,42.535,3.240643
Senegal2008,SEN,2008,42.947,3.464726
Senegal2009,SEN,2009,43.359,3.585396
Senegal2010,SEN,2010,43.773,4.08669
Senegal2011,SEN,2011,44.188,3.949557
Senegal2012,SEN,2012,44.603,4.220053
Senegal2013,SEN,2013,45.019,3.990567
Senegal2014,SEN,2014,45.436,4.07671
Senegal2015,SEN,2015,45.862,4.145157
Senegal2016,SEN,2016,46.296,4.591314
Serbia2007,SRB,2007,54.328,5.764153
Serbia2008,SRB,2008,54.55,6.032684
Serbia2009,SRB,2009,54.772,5.396053
Serbia2010,SRB,2010,54.993,5.280426
Serbia2011,SRB,2011,55.215,5.221989
Serbia2012,SRB,2012,55.356,5.775263
Serbia2013,SRB,2013,55.469,5.265457
Serbia2014,SRB,2014,55.583,5.263727
Serbia2015,SRB,2015,55.696,4.870085
Serbia2016,SRB,2016,55.81,5.197655
Serbia2017,SRB,2017,55.942,5.889319
Seychelles1993,SYC,1993,49.435,5.773616
Seychelles1994,SYC,1994,49.525,5.54697
Seychelles1995,SYC,1995,49.633,5.198347
Seychelles1996,SYC,1996,49.758,4.636
Seychelles1997,SYC,1997,49.901,4.565371
Seychelles1998,SYC,1998,50.061,5.151515
Seychelles1999,SYC,1999,50.238,6.703726
Seychelles2000,SYC,2000,50.433,6.95417
Seychelles2001,SYC,2001,50.646,6.260631
Seychelles2002,SYC,2002,50.876,6.622187
Seychelles2003,SYC,2003,51.123,7.257938
Seychelles2004,SYC,2004,51.388,6.464471
Seychelles2005,SYC,2005,51.67,5.527953
Seychelles2006,SYC,2006,51.969,5.29262
Seychelles2007,SYC,2007,52.285,5.204637
Seychelles2008,SYC,2008,52.619,5.515223
Seychelles2009,SYC,2009,52.969,6.944333
Seychelles2010,SYC,2010,53.336,8.887741
Seychelles2011,SYC,2011,53.72,12.041437
Seychelles2012,SYC,2012,54.12,10.451577
Seychelles2013,SYC,2013,54.537,5.506059
Seychelles2014,SYC,2014,54.969,5.295394
Seychelles2015,SYC,2015,55.4,4.818353
Seychelles2016,SYC,2016,55.831,11.09103
Sierra Leone1980,SLE,1980,29.819,2.133259
Sierra Leone1985,SLE,1985,31.997,0.850112
Sierra Leone1986,SLE,1986,32.325,0.491703
Sierra Leone1987,SLE,1987,32.555,0.646519
Sierra Leone1988,SLE,1988,32.787,1.143756
Sierra Leone1989,SLE,1989,33.019,0.933836
Sierra Leone1990,SLE,1990,33.252,1.270425
Sierra Leone1991,SLE,1991,33.485,1.303499
Sierra Leone1992,SLE,1992,33.72,1.587206
Sierra Leone1993,SLE,1993,33.955,1.977402
Sierra Leone1994,SLE,1994,34.192,1.811983
Sierra Leone1995,SLE,1995,34.429,0.962971
Sierra Leone1996,SLE,1996,34.667,1.136481
Sierra Leone1998,SLE,1998,35.144,0.797483
Sierra Leone1999,SLE,1999,35.384,1.247096
Sierra Leone2000,SLE,2000,35.626,2.021459
Sierra Leone2001,SLE,2001,35.867,2.478883
Sierra Leone2002,SLE,2002,36.109,2.34275
Sierra Leone2003,SLE,2003,36.352,2.244626
Sierra Leone2004,SLE,2004,36.596,2.401031
Sierra Leone2005,SLE,2005,36.919,2.30939
Sierra Leone2006,SLE,2006,37.303,2.192076
Sierra Leone2007,SLE,2007,37.689,1.946638
Sierra Leone2008,SLE,2008,38.077,2.302376
Sierra Leone2009,SLE,2009,38.466,2.202618
Sierra Leone2010,SLE,2010,38.856,2.847221
Sierra Leone2011,SLE,2011,39.248,3.641418
Sierra Leone2012,SLE,2012,39.642,4.686848
Sierra Leone2013,SLE,2013,40.036,4.334491
Sierra Leone2014,SLE,2014,40.432,3.913713
Sierra Leone2015,SLE,2015,40.829,4.146725
Sierra Leone2016,SLE,2016,41.228,5.185977
Sierra Leone2017,SLE,2017,41.636,4.295425
Singapore1980,SGP,1980,100,7.995979
Singapore1981,SGP,1981,100,9.003131
Singapore1982,SGP,1982,100,9.793936
Singapore1983,SGP,1983,100,9.366703
Singapore1984,SGP,1984,100,8.27778
Singapore1985,SGP,1985,100,7.111013
Singapore1986,SGP,1986,100,5.328732
Singapore1987,SGP,1987,100,5.437004
Singapore1988,SGP,1988,100,5.431034
Singapore1989,SGP,1989,100,6.239383
Singapore1990,SGP,1990,100,6.491554
Singapore1991,SGP,1991,100,6.835801
Singapore1992,SGP,1992,100,7.570354
Singapore1993,SGP,1993,100,7.443617
Singapore1994,SGP,1994,100,6.875621
Singapore1995,SGP,1995,100,6.53823
Singapore1996,SGP,1996,100,6.675544
Singapore1997,SGP,1997,100,6.383637
Singapore1998,SGP,1998,100,6.64459
Singapore1999,SGP,1999,100,6.887521
Singapore2000,SGP,2000,100,7.473157
Singapore2001,SGP,2001,100,7.731881
Singapore2002,SGP,2002,100,6.603292
Singapore2003,SGP,2003,100,5.788894
Singapore2004,SGP,2004,100,5.213936
Singapore2005,SGP,2005,100,5.499495
Singapore2006,SGP,2006,100,5.612877
Singapore2007,SGP,2007,100,5.507097
Singapore2008,SGP,2008,100,7.0803
Singapore2009,SGP,2009,100,6.13847
Singapore2010,SGP,2010,100,5.784136
Singapore2011,SGP,2011,100,5.914712
Singapore2012,SGP,2012,100,6.149916
Singapore2013,SGP,2013,100,5.774598
Singapore2014,SGP,2014,100,6.031488
Singapore2015,SGP,2015,100,5.911539
Singapore2016,SGP,2016,100,6.031468
Singapore2017,SGP,2017,100,6.896853
Slovakia1994,SVK,1994,56.598,11.094542
Slovakia1995,SVK,1995,56.537,10.12325
Slovakia1996,SVK,1996,56.476,8.880593
Slovakia1997,SVK,1997,56.416,8.584252
Slovakia1998,SVK,1998,56.355,8.3967
Slovakia1999,SVK,1999,56.294,8.427662
Slovakia2000,SVK,2000,56.233,6.902965
Slovakia2001,SVK,2001,56.163,6.960459
Slovakia2002,SVK,2002,56.013,6.547253
Slovakia2003,SVK,2003,55.863,6.583064
Slovakia2004,SVK,2004,55.713,5.975216
Slovakia2005,SVK,2005,55.563,5.888053
Slovakia2006,SVK,2006,55.412,6.018949
Slovakia2007,SVK,2007,55.261,6.096755
Slovakia2008,SVK,2008,55.111,6.407481
Slovakia2009,SVK,2009,54.96,5.508052
Slovakia2010,SVK,2010,54.685,5.328924
Slovakia2011,SVK,2011,54.42,5.440227
Slovakia2012,SVK,2012,54.28,5.508224
Slovakia2013,SVK,2013,54.14,5.985831
Slovakia2014,SVK,2014,0.54,6.503773
Slovakia2015,SVK,2015,53.889,7.003538
Slovakia2016,SVK,2016,53.806,7.00555
Slovakia2017,SVK,2017,53.751,6.813683
Slovenia1995,SVN,1995,50.622,6.393376
Slovenia1996,SVN,1996,50.649,6.868884
Slovenia1997,SVN,1997,50.675,6.923469
Slovenia1998,SVN,1998,50.701,6.721817
Slovenia1999,SVN,1999,50.728,6.749163
Slovenia2000,SVN,2000,50.754,6.773336
Slovenia2001,SVN,2001,50.78,6.974673
Slovenia2002,SVN,2002,50.857,7.252775
Slovenia2003,SVN,2003,51.082,7.425604
Slovenia2004,SVN,2004,51.308,7.651747
Slovenia2005,SVN,2005,51.533,8.166442
Slovenia2006,SVN,2006,51.758,8.591485
Slovenia2007,SVN,2007,51.983,8.65069
Slovenia2008,SVN,2008,52.209,8.220176
Slovenia2009,SVN,2009,52.433,7.527006
Slovenia2010,SVN,2010,52.658,7.424503
Slovenia2011,SVN,2011,52.883,7.237663
Slovenia2012,SVN,2012,53.108,6.914395
Slovenia2013,SVN,2013,53.332,6.305684
Slovenia2014,SVN,2014,53.557,6.482031
Slovenia2015,SVN,2015,53.781,6.554466
Slovenia2016,SVN,2016,54.02,6.854476
Slovenia2017,SVN,2017,54.273,6.93084
Solomon Islands1982,SLB,1982,11.288,5.966851
Solomon Islands1983,SLB,1983,11.659,5.247525
Solomon Islands1984,SLB,1984,12.041,6.383929
Solomon Islands1993,SLB,1993,14.262,4.736276
Solomon Islands1994,SLB,1994,14.462,4.855967
Solomon Islands1995,SLB,1995,14.664,5.543404
Solomon Islands1997,SLB,1997,15.076,5.25
Solomon Islands1998,SLB,1998,15.285,6.373896
Solomon Islands1999,SLB,1999,15.496,6.437471
Solomon Islands2000,SLB,2000,15.813,4.96904
Solomon Islands2001,SLB,2001,16.201,3.668993
Solomon Islands2002,SLB,2002,16.597,3.351648
Solomon Islands2003,SLB,2003,17.001,4.07376
Solomon Islands2004,SLB,2004,17.413,5.453877
Solomon Islands2005,SLB,2005,17.832,5.686456
Solomon Islands2006,SLB,2006,18.259,6.172943
Solomon Islands2007,SLB,2007,18.694,7.520891
Solomon Islands2008,SLB,2008,19.138,9.378315
Solomon Islands2009,SLB,2009,19.589,11.214953
Solomon Islands2010,SLB,2010,20.048,11.614782
Solomon Islands2011,SLB,2011,20.508,9.588278
Solomon Islands2012,SLB,2012,20.97,9.872427
Solomon Islands2013,SLB,2013,21.433,11.011618
Solomon Islands2014,SLB,2014,21.896,9.649677
Solomon Islands2015,SLB,2015,22.36,10.453066
Solomon Islands2016,SLB,2016,22.823,9.320592
Solomon Islands2017,SLB,2017,23.286,9.463131
Somalia2013,SOM,2013,42.117,0.013079
Somalia2014,SOM,2014,42.679,0.018487
Somalia2015,SOM,2015,43.245,0.031091
Somalia2016,SOM,2016,43.816,0.034848
Somalia2017,SOM,2017,44.391,0.047699
South Africa1980,ZAF,1980,48.425,12.443523
South Africa1981,ZAF,1981,48.591,11.413065
South Africa1982,ZAF,1982,48.756,11.809331
South Africa1983,ZAF,1983,48.922,11.831689
South Africa1984,ZAF,1984,49.088,12.138926
South Africa1985,ZAF,1985,49.372,13.30007
South Africa1986,ZAF,1986,49.905,12.763062
South Africa1987,ZAF,1987,50.439,12.309595
South Africa1988,ZAF,1988,50.972,12.355059
South Africa1989,ZAF,1989,51.505,13.062227
South Africa1996,ZAF,1996,54.967,13.055557
South Africa1997,ZAF,1997,55.449,13.511805
South Africa1998,ZAF,1998,55.93,14.229562
South Africa1999,ZAF,1999,56.411,13.914164
South Africa2000,ZAF,2000,56.891,13.330022
South Africa2001,ZAF,2001,57.368,14.081331
South Africa2002,ZAF,2002,57.898,13.519324
South Africa2003,ZAF,2003,58.446,12.970826
South Africa2004,ZAF,2004,58.993,13.220639
South Africa2005,ZAF,2005,59.536,14.079819
South Africa2006,ZAF,2006,60.077,15.221811
South Africa2007,ZAF,2007,60.616,15.741061
South Africa2008,ZAF,2008,61.154,16.187117
South Africa2009,ZAF,2009,61.687,14.317833
South Africa2010,ZAF,2010,62.218,13.82606
South Africa2011,ZAF,2011,62.746,14.108205
South Africa2012,ZAF,2012,63.272,14.054658
South Africa2013,ZAF,2013,63.793,14.34356
South Africa2014,ZAF,2014,64.312,14.763157
South Africa2015,ZAF,2015,64.828,14.983667
South Africa2016,ZAF,2016,65.341,15.244719
South Africa2017,ZAF,2017,65.85,15.293667
South Korea1980,KOR,1980,56.72,4.316239
South Korea1981,KOR,1981,58.407,4.386647
South Korea1982,KOR,1982,60.061,4.492742
South Korea1983,KOR,1983,61.693,4.180565
South Korea1984,KOR,1984,63.301,3.971892
South Korea1985,KOR,1985,64.876,4.166926
South Korea1986,KOR,1986,66.679,4.071624
South Korea1987,KOR,1987,68.563,4.596901
South Korea1988,KOR,1988,70.389,4.793078
South Korea1989,KOR,1989,72.148,5.658762
South Korea1990,KOR,1990,73.844,6.172327
South Korea1991,KOR,1991,74.972,5.462547
South Korea1992,KOR,1992,75.82,5.46146
South Korea1993,KOR,1993,76.645,5.297811
South Korea1994,KOR,1994,77.452,5.459634
South Korea1995,KOR,1995,78.239,5.759565
South Korea1996,KOR,1996,78.662,5.63354
South Korea1997,KOR,1997,78.905,5.07514
South Korea1998,KOR,1998,79.145,5.90892
South Korea1999,KOR,1999,79.384,4.889466
South Korea2000,KOR,2000,79.621,6.179937
South Korea2001,KOR,2001,79.94,5.750803
South Korea2002,KOR,2002,80.299,5.591524
South Korea2003,KOR,2003,80.652,6.338269
South Korea2004,KOR,2004,81.002,6.111984
South Korea2005,KOR,2005,81.345,6.589387
South Korea2006,KOR,2006,81.528,6.951574
South Korea2007,KOR,2007,81.631,7.882903
South Korea2008,KOR,2008,81.733,7.634368
South Korea2009,KOR,2009,81.835,6.763608
South Korea2010,KOR,2010,81.936,6.55216
South Korea2011,KOR,2011,81.923,7.26693
South Korea2012,KOR,2012,81.851,7.400887
South Korea2013,KOR,2013,81.779,7.121084
South Korea2014,KOR,2014,81.707,7.156616
South Korea2015,KOR,2015,81.634,7.617746
South Korea2016,KOR,2016,81.562,8.19248
South Korea2017,KOR,2017,81.503,8.635005
Spain1980,ESP,1980,72.789,5.774155
Spain1981,ESP,1981,73.279,5.46359
Spain1982,ESP,1982,73.515,5.606925
Spain1983,ESP,1983,73.749,6.075862
Spain1984,ESP,1984,73.982,6.405883
Spain1985,ESP,1985,74.213,6.643826
Spain1986,ESP,1986,74.444,6.523305
Spain1987,ESP,1987,74.673,8.476538
Spain1988,ESP,1988,74.9,8.531141
Spain1989,ESP,1989,75.126,10.077192
Spain1990,ESP,1990,75.351,9.740044
Spain1991,ESP,1991,75.528,9.953147
Spain1992,ESP,1992,75.61,9.914013
Spain1993,ESP,1993,75.692,9.512973
Spain1994,ESP,1994,75.774,9.047704
Spain1995,ESP,1995,75.856,9.155938
Spain1996,ESP,1996,75.938,8.958635
Spain1997,ESP,1997,76.019,9.553041
Spain1998,ESP,1998,76.1,9.13028
Spain1999,ESP,1999,76.181,9.37202
Spain2000,ESP,2000,76.262,9.406086
Spain2001,ESP,2001,76.343,9.261588
Spain2002,ESP,2002,76.533,9.759794
Spain2003,ESP,2003,76.778,9.253025
Spain2004,ESP,2004,77.022,9.706319
Spain2005,ESP,2005,77.263,10.301717
Spain2006,ESP,2006,77.502,11.032938
Spain2007,ESP,2007,77.74,12.146107
Spain2008,ESP,2008,77.976,9.790608
Spain2009,ESP,2009,78.21,8.860698
Spain2010,ESP,2010,78.442,8.772527
Spain2011,ESP,2011,78.673,8.995897
Spain2012,ESP,2012,78.902,9.62358
Spain2013,ESP,2013,79.133,9.618525
Spain2014,ESP,2014,79.366,9.635539
Spain2015,ESP,2015,79.602,9.52089
Spain2016,ESP,2016,79.84,9.341199
Spain2017,ESP,2017,80.08,9.647392
Sri Lanka1980,LKA,1980,18.607,2.511045
Sri Lanka1981,LKA,1981,18.676,2.016598
Sri Lanka1982,LKA,1982,18.66,2.488464
Sri Lanka1983,LKA,1983,18.644,2.338621
Sri Lanka1984,LKA,1984,18.629,3.011336
Sri Lanka1985,LKA,1985,18.613,2.906453
Sri Lanka1986,LKA,1986,18.597,2.253427
Sri Lanka1987,LKA,1987,18.582,2.108233
Sri Lanka1988,LKA,1988,18.566,1.768628
Sri Lanka1989,LKA,1989,18.551,1.726665
Sri Lanka1990,LKA,1990,18.535,1.926354
Sri Lanka1991,LKA,1991,18.52,2.205931
Sri Lanka1992,LKA,1992,18.504,2.178668
Sri Lanka1993,LKA,1993,18.489,2.30981
Sri Lanka1994,LKA,1994,18.473,2.228836
Sri Lanka1995,LKA,1995,18.458,2.171179
Sri Lanka1996,LKA,1996,18.442,2.282374
Sri Lanka1997,LKA,1997,18.427,2.044773
Sri Lanka1998,LKA,1998,18.411,1.695457
Sri Lanka1999,LKA,1999,18.396,2.15628
Sri Lanka2000,LKA,2000,18.38,1.844502
Sri Lanka2001,LKA,2001,18.365,2.079183
Sri Lanka2002,LKA,2002,18.349,2.009157
Sri Lanka2003,LKA,2003,18.334,1.888874
Sri Lanka2004,LKA,2004,18.319,1.728961
Sri Lanka2005,LKA,2005,18.303,1.871498
Sri Lanka2006,LKA,2006,18.288,2.393079
Sri Lanka2007,LKA,2007,18.272,2.616622
Sri Lanka2008,LKA,2008,18.257,2.506832
Sri Lanka2009,LKA,2009,18.242,2.521922
Sri Lanka2010,LKA,2010,18.226,2.114586
Sri Lanka2011,LKA,2011,18.211,2.179065
Sri Lanka2012,LKA,2012,18.196,1.976441
Sri Lanka2013,LKA,2013,18.198,2.144103
Sri Lanka2014,LKA,2014,18.218,1.91209
Sri Lanka2015,LKA,2015,18.256,2.397886
Sri Lanka2016,LKA,2016,18.311,2.174034
Sri Lanka2017,LKA,2017,18.384,2.061692
Sudan1992,SDN,1992,31.103,1.953642
Sudan1993,SDN,1993,32.127,2.476077
Sudan1994,SDN,1994,32.179,2.201622
Sudan1995,SDN,1995,32.232,1.929012
Sudan1996,SDN,1996,32.284,1.698797
Sudan1997,SDN,1997,32.337,1.344736
Sudan1998,SDN,1998,32.39,1.422319
Sudan1999,SDN,1999,32.442,1.334122
Sudan2003,SDN,2003,32.654,0.938386
Sudan2007,SDN,2007,32.866,0.771882
Sudan2008,SDN,2008,32.919,0.626513
Sudan2009,SDN,2009,32.993,0.691428
Sudan2010,SDN,2010,33.089,0.664355
Sudan2011,SDN,2011,33.207,0.507483
Sudan2012,SDN,2012,33.346,0.634638
Suriname1998,SUR,1998,66.297,7.83557
Suriname1999,SUR,1999,66.371,4.936212
Suriname2000,SUR,2000,66.444,6.678614
Suriname2001,SUR,2001,66.517,9.115417
Suriname2002,SUR,2002,66.591,7.055728
Suriname2003,SUR,2003,66.664,6.997619
Suriname2004,SUR,2004,66.737,7.817826
Suriname2005,SUR,2005,66.682,8.54078
Suriname2006,SUR,2006,66.615,7.987788
Swaziland1992,SWZ,1992,21.018,7.38189
Swaziland1993,SWZ,1993,21.434,6.462168
Swaziland1994,SWZ,1994,21.857,6.342311
Swaziland1995,SWZ,1995,22.286,5.607877
Swaziland1996,SWZ,1996,22.722,6.18242
Swaziland1997,SWZ,1997,23.081,5.866696
Swaziland1998,SWZ,1998,22.949,5.85572
Swaziland1999,SWZ,1999,22.817,6.466333
Swaziland2000,SWZ,2000,22.686,5.502694
Swaziland2001,SWZ,2001,22.555,5.115152
Swaziland2002,SWZ,2002,22.425,5.081361
Swaziland2003,SWZ,2003,22.296,5.996133
Swaziland2004,SWZ,2004,22.166,5.935666
Swaziland2005,SWZ,2005,22.038,5.736108
Swaziland2006,SWZ,2006,21.91,6.200233
Swaziland2007,SWZ,2007,21.829,6.100458
Swaziland2008,SWZ,2008,22.045,6.540804
Swaziland2009,SWZ,2009,22.262,6.758463
Swaziland2010,SWZ,2010,22.48,7.110841
Swaziland2011,SWZ,2011,22.7,7.060977
Swaziland2012,SWZ,2012,22.849,5.45358
Swaziland2013,SWZ,2013,22.999,6.379162
Swaziland2014,SWZ,2014,23.149,7.437112
Swaziland2015,SWZ,2015,23.3,7.457013
Swaziland2016,SWZ,2016,23.459,8.097375
Sweden1980,SWE,1980,83.087,19.289441
Sweden1981,SWE,1981,83.1,19.596201
Sweden1982,SWE,1982,83.1,19.760294
Sweden1983,SWE,1983,83.1,19.20683
Sweden1984,SWE,1984,83.1,18.964278
Sweden1985,SWE,1985,83.1,19.074998
Sweden1986,SWE,1986,83.1,20.376237
Sweden1987,SWE,1987,83.1,20.744859
Sweden1988,SWE,1988,83.1,21.804638
